Order_Title,Details,Start_Time,Location
Dato bandar ,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 16/2024
- 3.5.2024 (Jumaat)  -  3.00 petang - 5.30 petang
- Pengerusi : PENGARAH EKSEKUTIF (PERANCANGAN)  
- Bilik Mesyuarat Utama, Urus Setia Pusat Setempat (OSC), Menara DBKL 2

Menu Petang
Ready makanan 2.00 ptg
-	bihun grg sgpore
- ⁠telur mata
-	Kuih 3 jenis
-	Buah potong
-	Air kotak

**  Makan bungkus 60 pax individu
Unit OSC 2, TINGKAT BAWAH, MENARA DBKL 2",2024-05-03T12:30:00+08:00,No Location
FATIN (arip indon),"Tarikh: 4/5/2024
Waktu: 10 - 3pm
Lokasi :

* bawa meja buffet - warna light green
* bawa 8 damas
* bawa 8 table top (mint green)
Nama: FATIN
Phone no:013-265 2685
No of pax: 60

Menu
MENU 9
01. Nasi putih 
02. Ayam goreng berempah
03. Daging masak lemak cili api 
04. Sayur campur
05. Ulam 
06. Sambal belacan
07. Buah 
08. Teh tarik
09. Minuman kordial
RM 19.00

Pelayan (1) - RM 100

Alas meja - light green
8 pcs x RM 20 (damas & top) = RM 160

Total:
RM 1210.00

Bayaran penuh selewat - lewatnya 3 hari SEBELUM majlis

*Zulja Quality Enterprise*
CIMB BANK
8000 828 762",2024-05-04T10:00:00+08:00,"Windows on the park, jalan green suria, cheras"
Kwn ti (santo),"Nama: Suratti Yusof
Tarikh: 4/5/2024
Deliver: 11.00pg
Alamat:
No. 41, Jalan Elektron U16/50H, Seksyen U16, Denai Alam, 40160, Shah Alam, Selangor.


Nak set-up balek

Menu rm 15.00 x 130 org
- nasi beriani
- Ayam masak merah
- ⁠daging kuzi
- ⁠dalca
- ⁠acar jelatah
- ⁠buah
- ⁠air oren
",2024-05-04T10:30:00+08:00,"Alamat: No. 41, Jalan Elektron U16/50H, Seksyen U16, Denai Alam, 40160, Shah Alam, Selangor."
Sahar (arip bangla dan rosid),"150 org 6.00 ptg
  01. Nasi putih
  02. Kari kambing
  03. Sayur kobis
  04. Ulam sambal belacan 
  05. Teh tarik
  06. Air sirap
  07. Bubur kacang..rm 3.00 x 150 org
Makanan rm 16 x 150 org
Waiter satu RM 100.00
Bubur kacang rm 450.00
Total rm 2950.00",2024-05-04T18:00:00+08:00,Masjid attayibin taman bidara 
Maffar ( Raju dan kawan)," Meja bulat 4
Bawa buffet
70 org mkn mlm
MENU 6
01. Nasi putih 
02. Nasi briani
03. Ayam masak merah 
04. Daging kuzi 
05. Dalca 
06. Jelatah 
07. Buah buahan 
08. Air oren
RM 16.00 × 70 = RM 1120.00

09. Teh tarik = RM 105.00
10. Rendang daging = RM 420.00
11. Udang besar sambal = RM 560.00
12. Laksa 50 org = RM 350.00
13. Satay ayam 100 cucuk = RM 150.00
14. Satay daging 100 cucuk = RM 160.00

JUMLAH RM 2865.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2024-05-04T18:00:00+08:00,no 18 jln perdana residesint 3..   ki
Kak yah  ( hussin ),"3 meja bulat..rm 210.00
Bawa buffet...foc

100 org 11.00 pagi
  01. Nasi ayam
      i. Timun salad 
     ii. Sup 
    iii. Cili kicap
  02. Air sirap
  03. Buah tembikai
RM 12.00 

  04. Mee kari...rm 7.00
  05. Bubur kacang..rm 3.00

Waiter RM 100.00

JUMLAH RM 2500.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762


",2024-05-05T11:00:00+08:00,Taman Selayang Mutiara 
Bidara 1/6 sambutan hari raya ,"Kak nor pulut kuning 5kg
Abg fadzil lia..cendol 2 balang
Yati bg kambing buat kari

Zulja
Nasi putih
Ayam grg berempah 
Pajeri nenas
Ikan masin
Ulam
Sambal belacan
Air teh tarik
Kopi o
Air kordial

Aisyah rendang kerang
Wan alio aglio seafood ",2024-05-05T14:00:00+08:00,No Location
Wana motors ( santo),"10 pagi

Syarikat Wana Motors Sdn Bhd
No 189 Jalan Lachang off Jalan Cheras
56100 Kuala Lumpur 

012-3637670 (ina)


1 orang pelayan

100 pax

Nasi beriani
Rendang Ayam
Daging Masak Hitam
Jelatah
Buah
air (any)
air panas (teh tarik)

",2024-05-06T10:00:00+08:00,Syarikat Wana Motors Sdn Bhd No 189 Jalan Lachang off Jalan Cheras 56100 Kuala Lumpur 
Jumpa doktor uitm,No Details,2024-05-06T10:00:00+08:00,No Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 16/2024*
- *7/5/2024(Selasa)*
- *Jam 9.30 pagi hingga 1.00 petang*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Menu Makan Pagi dan Makan Tengah hari*
-70 pax

Makan Pagi
*Rate RM 15.00*
*Ready makan jam 8.00 pagi*

- Mee Rojak + kuah kacang
- Kuih 2 jenis
- Buah-buahan
- tidbits (mixnuts)

Nak creamer paket



*70 pax (50 hidang dalam bilik mesy & 20 pax bungkus - letak di ruang legar tkt 29)*

-teh tarik & kopi O + krimer paket (hidang berasingan)
-Air panas - 50 hidang dlm bilik mesy. (sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Sediakan cawan/gelas beserta sudu kecil
-Air mineral - 20 (letak diruang legar tkt 29)

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*

Makanan Tengahari
*Rate RM25.00*
-*Ready makanan Jam 11.00 Pagi*

- Nasi Putih
- Daging Salai masak lemak cili padi
- Ayam berlado
- Sayur campur goreng
- Buah-buahan
*(60 pack food dan letak kan di perkarangan tkt 29)*
*(10 hidangan dengan dome : makanan hidangan buatkan set RM20.00 (adjust lauk tu jadikan harga rm20) dan RM5.00 caj untuk dome (total RM25.00) - hidang di bilik jamuan tingkat 29)*
Jumlah keseluruhan makan adalah untuk 70 orang (10 hidang dome + 60 pack food)

-Air kordial sejuk & Air Cuckoo - *(untuk 10 orang dalam bilik jamuan tkt 29)*
-Air mineral - *(untuk 60 orang pack food)*

** menu terpulang pada katerer .. boleh ubah ikut budget yang sesuai",2024-05-07T21:00:00+08:00,No Location
Maffar ,"100 org 11.00 pagi
1. Nasi beriani 
2. Rendang daging 
3. Dalca
4. Acar timun
Rm 12.00",2024-05-11T11:00:00+08:00,Masjid attayibin taman bidara 
Amira bakri ( RAJU HUSAIN),"Tarikh: 11/5/2024

100 orang
11 pagi

Alamat: 
No 8E , Lorong D/M 5 
Taman Desa Minang 
68100 Batu Caves 
Selangor 

019-3218912


Meja buffet
Seorang pelayan


MENU 6
01. Nasi putih 
02. Nasi beriani 
03. Ayam masak merah 
04. Daging salai masak lemak 
05. Dalca 
06. Jelatah 
07. Buah buahan 
08. Air sirap limau 
RM 16.00",2024-05-11T11:00:00+08:00,"No 8E , Lorong D/M 5  Taman Desa Minang  68100 Batu Caves  Selangor "
Liza. 012-923 5027 (ZAIDUL AMY),"150 org 11.00 pagi
-Nasi Beriani
-Daging Kurma
-Ayam masak Merah
-Ayam goreng berempah
-Acar Timun
-Papadom
-Buah Tembikau
-Buah Honey Dew
-Air Sirap Ros Laici
-Teh Tarik
RM 25.00
-Mee Hoon Sup- 50 org x 7.00 = RM 
Dan sambal kicap
Waiter 100.00

JUMLAH RM 4200.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2024-05-11T11:00:00+08:00,Liza Lot 9103E Jln Kenanga Kg Sg Tua Bharu
Bang hasan,"200 org 1.00 tgh
Laksa set",2024-05-11T13:00:00+08:00,Masjid attayibin taman bidara 
Bang Harun jln bidara 1,"120 org 6.00
01. Nasi beriani 
02. Dalca 
03. Ayam greng rempah 
04. Kambing hitam
05. Jelatah 
06. Buah  
07. Air sirap limau
RM 15.00",2024-05-12T18:00:00+08:00,Masjid attayibin taman bidara 
Mak pi sabah,No Details,2024-05-13T06:30:00+08:00,No Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 17/2024*
- *15/5/2024(Rabu)*
- *Jam 4.30 petang - 7.00 petang*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Petang*
-70 pax
*Rate RM15.00*
-*Ready makanan Jam 3.30 petang*

*Makanan*
- Nasi Impit + Kuah Lodeh + Paru Goreng + Sambal
- ⁠2 Jenis Kuih
- Buah-buahan
- Titbids (mix nuts)
*(makanan adalah pack food tetapi susunkan/hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
*(hidang dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air mineral - 20 (letak diruang legar tkt 29)

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*

** List makanan di atas boleh diubah mengikut kesesuaian budget dan pihak katering sendiri.",2024-05-15T09:30:00+08:00,No Location
Contact org utk event jumaat,"Hospital Selayang
Unit Endoscopy
(dalam bangunan Emergency)
boleh contact Sr Rohaidah 013-3941276 sehari sebelum, dia akan inform where to put it exactly",2024-05-16T12:30:00+08:00,No Location
Ceryn hosp selayang 013-3941276/0 13-380 4921. pijot,"Date: 17/5/2024

Bawa meja buffet

30 pax

8 am - BREAKFAST
Bihun goreng 
2 jenis kuih tradisional
Teh tarik
Kopi o
RM 11/pax


11 am - LUNCH
Makan Tengah hari
MENU 4
01. Nasi beriani 
02. Dalca 
03. Ayam goreng berempah
04. Daging masak hitam
05. Jelatah 
06. Buah  
07. Air sirap limau
RM 18.00

Pelayan - RM 100

TOTAL: RM 970.00

Bayaran penuh selewat - lewatnya 3 hari SEBELUM majlis

*Zulja Quality Enterprise*
CIMB BANK
8000 828 762",2024-05-17T06:00:00+08:00,Endoskopi unit
Hajjah ita  012-346 7140 (santo),"50 org 3 x makan
Sarapan pagi
  01. Karipap
  02. Kaswi
  03. Teh tarik
  04. Kopi o
Makan tengah hari
  01. Nasi beriani
  02. Ayam masak merah
  03. Daging masak hitam
  04. Acar jelatah
  05. Dalca
  06. Buah potong
  07. Air sirap
Minum petang
  01. Cucur badak
  02. Kuih bakar kemboja
  03. Teh o
  04. Kopi tarik
RM 25/pax Waiter satu RM 120 (3x makan)

JUMLAH RM 1370.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2024-05-18T08:00:00+08:00,"Bilik ilmuan 3, anjung razak UITM kuala lumpur,uitm jalan semarak kuala lumpur. "
Haji ahmad salim rawang. 013-692 0009 (Raju),"70 org 11.00
MENU 4
01. Nasi beriani 
02. Dalca 
03. Ayam greng rempah 
04. Daging hitam
05. Jelatah 
06. Buah tembikai
07. Air sirap
RM 16.00
Waiters satu 100.00

JUMLAH RM 1220.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2024-05-18T11:00:00+08:00,"134, Jalan Tabah, Kg Melayu Batu 16, 48000 Rawang"
Cikgu azizul 019-203 1932,"60 org 6 ptg
MENU 2
01. Nasi beriani 
02. Dalca daging
03. Ayam greng rempah 
04. Jelatah 
05. Buah 
06. Air oren
RM 13.00 x 60 = RM 780.00
Waiter satu RM 100.00

JUMLAH RM 880.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2024-05-18T18:00:00+08:00,Surau firdaus
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 18/2024*
- *20/5/2024(Isnin)*
- *Jam 8.00 malam*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Menu Makan Malam*
-70 pax

Makanan Malam
*Rate RM25.00*
-*Ready makanan Jam 6.00 Petang*

- Set Nasi Arab/Nasi Mandy Ayam
- Tidbits (mixnuts)
- Buah-buahan
*70 pax (50 hidang dalam bilik mesy & 20 pax bungkus - letak di ruang legar tkt 29)*

-teh tarik & kopi O
-letakkan krimer paket hidang di meja ruang legar tkt 29
-Air panas - 50 hidang dlm bilik mesy. (sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Air mineral - 20 (letak diruang legar tkt 29)

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*
** menu terpulang pada katerer .. boleh ubah ikut budget yang sesuai",2024-05-20T15:30:00+08:00,No Location
Wan cuti,No Details,2024-05-21T11:00:00+08:00,No Location
PUSPAKOM WVN 1441 MATI,No Details,2024-05-22,No Location
Izzati,"Sila isikan maklumat berikut: 

Nama: mat saad / Nur izzati

No telefon : 0173419648

Alamat : block b-3-5 jalan 2c taman Selayang sejati 

Tarikh majlis : 22/5/2024 (Rabu)

Waktu Makan : 10 sampai 5ptg

Jumlah tetamu : 100 pax

Menu 2
- Nasi beriani
- ⁠dalca daging
- ⁠ayam goreng berempah
- ⁠jelatah
- ⁠buah
- ⁠air sirap limau
RM 15/pax
RM 1500.00

2 orang pelayan - RM 200

Transportation : FOC

Termasuk:
1 set meja buffet
Pinggan & cawan pakai buang
Peralatan hidangan

Total: RM 1700.00

Bayaran penuh selewat - lewatnya 3 hari SEBELUM majlis

*Zulja Quality Enterprise*
CIMB BANK
8000 828 762",2024-05-22T10:00:00+08:00,No Location
Wan cuti,No Details,2024-05-22T11:00:00+08:00,No Location
Puspakom RT 1441 MATI,No Details,2024-05-23,No Location
Ujang ada khemah satu,"Khemah satu arabian RM 580.00
Warna putih
Top krim
Bawa meja petak 10 biji
Kerusi dan sarung 20 unit
Helmi canopy 
RM 580.00
150 org 9.00 pagi siap
  01. Nasi putih
  02. Daging salai masak lemak
  03. Ayam goreng berempah
  04. Ikan masin
  05. Ulam sambal belacan
  06. Buah buahan
  07. Air sirap limau
  08. Teh tarik
Rm 17.00
Khemah rm 580.00
Waiters rm 100.00
Makanan rm 2550 + rm 580 + rm 100
Tot rm 3230.00",2024-05-24T09:00:00+08:00,No.80 puteri height aster 14 country homes Rawang Selangor 
Kenduri ujang polis ivory one wedding hall,No Details,2024-05-25T00:00:00+08:00,No Location
Zuhairi cikgu  019-925 6318,"Bawa meja buffet
200 pax 6.00 ptg
  1. Nasi minyak
  2. Daging kicap blackpepper
  3. Ayam merah
  4. Acar timun
  5. Dalca
  6. Buah
  7. Sirap
  8. Nescafe tarik kurang manis
RM 17.00 x 200 = RM 3400.00
Waiter 1 RM 100.00

JUMLAH RM 3500.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2024-05-25T18:00:00+08:00,"67, Jalan 4/2, Taman Sri Andalas Seri Kembangan 43300 Selangor"
Ustaz aidil,"60 org 4.00 petang
01. Laksa..rm 6.00 x 60..rm 360
02. Ayam zulja..rm 150
02. Sirap..rm 1 x 60
03. Teh tarik..rm 1 x 60
Rm 630.00",2024-05-26T16:00:00+08:00,Bulian mewah
NEKMAT,"100 org
10 pagi

Bawa meja buffet

Kain lapik biru

nasi minyak
ayam masak merah
daging masak hitam
dalca
jelatah
papadom
teh tarik
sirap selaseh
Rm 18",2024-05-27T12:00:00+08:00,Nekmat taman wahyu
Dato bandar osc 2,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 19/2024
- 28.5.2024 (Selasa)  9.00 pagi - 1.00 petang
- Chair : DATUK PENGARAH EKSEKUTIF PERANCANGAN
 
Minum pagi 
Ready makanan 7.30 pagi
- Nasi himpit + rendang ayam
- 2 jenis kuih
- Buah-buahan
- Air panas : kopi & teh Tarik

Makan Tengahari
Ready makanan 11.30 pagi
- Nasi putih
- Ayam paprik
- Daging masak kicap
- Sambal belacan + ulam
- Buah buahan
- Air kordial

- Air botol mineral kecil
- makan buffet  60 orang
- makan hidang 4 orang
Ruang court yard  OSC 2, MENARA DBKL 2",2024-05-28T06:00:00+08:00,No Location
Dato bandar Osc 1,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 19/2024*
- *28/5/2024(Selasa)*
- *Jam 8.00 malam*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Menu Makan Malam*
-70 pax

Makanan Malam
*Rate RM25.00*
-*Ready makanan Jam 6.00 Petang*

- Nasi minyak set 
- ⁠lauk pauk ayam daging sayur
- Kuih-muih
- Tidbits (mixnuts)
- Buah-buahan
*70 pax (50 hidang dalam bilik mesy & 20 pax bungkus - letak di ruang legar tkt 29)*

-teh tarik & kopi O
-letakkan krimer paket hidang di meja ruang legar tkt 29
-Air panas - 50 hidang dlm bilik mesy. (sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Air mineral - 20 (letak diruang legar tkt 29)

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*
** menu terpulang pada katerer .. boleh ubah ikut budget yang sesuai",2024-05-28T17:00:00+08:00,No Location
En hamdan,"40 pax

Nasi putih 
Nasi Minyak 
Ayam masak merah 
Dalca 
Daging masak hitam 
Jelatah 
Sambal belacan n ulam2 
Buah2an
Kordial 
Teh tarik

Bagi pinggan dan cawan",2024-05-30T17:00:00+08:00,Pj
Kak gee. 0 19-376 0015,"60 org 6.00 ptg
MENU 2
01. Nasi beriani 
02. Dalca daging
03. Ayam greng rempah 
04. Jelatah 
05. Buah 
06. Air sirap limau
RM 14.00 x 60 = RM 840.00
waiter RM 100.00

JUMLAH RM 940.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2024-05-30T18:00:00+08:00,Surau firdaus taman idaman
Bang razak bidara (kerusi meja ZULJA),"Full set
Meja 40
Warna krim top
Reben tiada
Sweet heart table
Meja buffet utk kuih
Rm 1800.00
Dom 300.00
Lauk pengantin

MENU 6
01. Nasi putih 
02. Nasi minyak
03. Ayam goreng berempah
04. Daging kuzi 
05. Dalca 
06. Sayur campur kungfu
07. Buah buahan 
08. Air oren
RM 15.00 × 1300 = RM19,500
00
09. Bubur kacang 200 FOC
10. Teh 200 FOC
11. Bihun sup 200 org = RM 1200.00

JUMLAH RM 22800.00",2024-06-01T11:00:00+08:00,Dewan komuniti batu muda
Kak yah selayang mutiara. 012-933 2587 (khemah dan seting khemah JASA),"
RM 2500.00
5 Set Canopy Arabian Size (20ft❌20ft) *(WITH SCALLOP)*

- 5 Round Table (4ft)
- 40 Units Plastic Chair (With Chair Cover)
- 1 Unit Ceiling Fan 
- 2 Units Led Bulb 
- 2 Buffet Table
- table top syer navy blue
-meja makan pegantin 2 sitter
- meja gift
- warna royal blue
-scalop royal blue dan putih
Portable ekon satu RM 200.00
Industrain fan 2 RM 160.00
Pa sistem RM 600.00
Kek 3 tkt RM 350.00
Lauk pengantin
Ikan bawal
Udang
Telur puyuh

1000 org 11.00 pagi
MENU 1
01. Nasi minyak
02. Nasi putih
02. Ayam merah
03. Dalca daging
04. Acar buah
05. Buah
06. Air sirap
07. Bubur kacang
08. Teh tarik
RM 13.00 x 1000 = RM 13000.00
Wairter 10 org Rm 1000.00

JUMLAH RM 17,810.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762
 ",2024-06-01T11:00:00+08:00,No 30 Jalan Mutiara 3/3 Taman Selayang Mutiara 68100 Batu Caves Selangor Darul Ehsan map
Nabila anak cik salehan (khemah jasa)  (seting kerusi meja  ZULJA),"350 orang 11.00 pagi

2 buffet
-1 lauk
-1 kuih2
Warna purple pekat
Kain english style

air mineral - 5 kotak

-Proposed menu-
Nasi putih 20%
Nasi bryani 80%
Ayam masak merah
Dalca sayur
Daging kuzi
Acar jelatah nanas
Buah tembikai
Papadom
Air sirap oren
Teh tarik

Kaswi gedik - 100
Cucur badak - 100

Meja petak 12 seater - 4
Meja petak 8 seater - 1
Meja bulat 8 seater - 5
",2024-06-01T11:00:00+08:00,"1 khemah (khemah) Scallop putih purple  No 313, jalan 5, taman greenwood gombak"
Dato bandar,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 21/2024
- 7.6.2024 (Khamis)  -  3.00 petang - 5.30 petang
- Pengerusi : PENGARAH EKSEKUTIF (PERANCANGAN)  
- Bilik Putra, Tingkat 29 Menara DBKL 1, Jalan Raja Laut

Menu Petang
Ready makanan 2.00 ptg
-	Spageti Aglio Olio
-	Kuih 1 jenis
-	Buah potong
-	Air kotak

**  Makan bungkus 60 pax individu
** Air mineral botol kecil (300 ml) 60 botol
**  Bilik Putra, Tingkat 29 Menara DBKL 1, Jalan Raja Laut",2024-06-07T11:30:00+08:00,No Location
Kak ita putra heights,"Tarikh: 8/6/2024
Waktu: 10.30 - 3pm
Lokasi : MASJID PUTRA HEIGHTS

Nama: KAK ITA
Phone no: +60 11-1238 0492

No of pax: 70 orang

Menu
MENU 7
01. Nasi putih 
02. Ayam goreng berempah
03. Daging kari + kentang
04. Sayur campur
05. Ulam 
06. Sambal belacan
07. Buah 
08. Teh tarik
09. Air sirap
RM 19.00 x 50 pax
RM 950.00

Pelayan (1) - RM 100

Transport: RM 50

Total: 
RM 1100.00

Bayaran penuh selewat - lewatnya 3 hari SEBELUM majlis

*Zulja Quality Enterprise*
CIMB BANK
8000 828 762",2024-06-08T08:30:00+08:00,Masjid putera height
Dbkl jln tangsi,"30 org

Sarapan pagi
Sandwich
2 jenis kuih
Buah
Teh & kopi


Makan tengah hari
Nasi putih
Daging salai masak lemak cili api
Ayam goreng berempah
Ulam
Sambal belacan
Buah
Air kordial",2024-06-11T08:00:00+08:00,No Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 21/2024*
- *11/6/2024(Selasa)*
- *Jam 9.30 pagi hingga 1.00 petang*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Menu Makan Pagi dan Makan Tengah hari*
-70 pax

Makan Pagi
*Rate RM 15.00*
*Ready makan jam 8.00 pagi*

- Bihun goreng singapore + telur mata + sambal
- Kuih 2 jenis
- Buah-buahan
- tidbits (mixnuts)
*70 pax (50 hidang dalam bilik mesy & 20 pax bungkus - letak di ruang legar tkt 29)*

-teh tarik & kopi O + krimer paket (hidang berasingan)
-Air panas - 50 hidang dlm bilik mesy. (sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Sediakan cawan/gelas beserta sudu kecil
-Air mineral - 20 (letak diruang legar tkt 29)

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*

Makanan Tengahari
*Rate RM25.00*
-*Ready makanan Jam 11.00 Pagi*

- Nasi Putih
- Masak Lemak Cili Padi Ayam
- Ikan goreng berlado
- Sayur campur goreng
- Buah-buahan
*(70 pack food dan letak kan di perkarangan tkt 29)*

-Air mineral - *(untuk 70 orang pack food)*

** menu terpulang pada katerer .. boleh ubah ikut budget yang sesuai",2024-06-11T13:00:00+08:00,No Location
Isteri bang ujang polis 013 3231291 zaimah,"Bawa meja buffet
50 org 11.00 pagi
  01. Nasi putih
  02. Daging salai masak lemak
  03. Ayam goreng berempah
  04. Ikan masin
  05. Buah buahan
  06. Air sirap limau
  07. Teh tarik
RM 17.00 x 50 = RM 850.00
Waiter satu RM 100.00

JUMLAH 950.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2024-06-12T11:00:00+08:00, blok 8A tingkat 2 kiri lhdn jln duta
Buat rendang,No Details,2024-06-13T10:00:00+08:00,No Location
Ambik darah uitm,No Details,2024-06-21T08:30:00+08:00,No Location
BSN,"210 org
2x makan

Set meja - 18 set
Meja buffet - dah booking

3 org pramusaji


Pagi - 9 pagi
Bihun goreng
1 jenis kuih
Teh tarik


Makan tgh hari - 11.30 pagi
Nasi beriani
Ayam masak merah
Daging masak hitam (buat berkuah sikit)
Acar jelatah
Buah potong
Air sirap oren
",2024-06-22T06:30:00+08:00,"Wisma bsn, kl"
Khairul pj,"Bawa:
Meja buffet - 1 set
Kain alas damas - 10
Table top emerald green - 10

Pramusaji - 2 orang

Nama:
EN KHAIRUL

No tel:
+60 14-667 9171

Lokasi: 
DEWAN SERBAGUNA, TINGKAT 6, SUNWAY SERENE CONDOMINIUM, JALAN SS8/2, SS7, 47301 PETALING JAYA, SELANGOR

Tarikh majlis: 
23 JUN 2024

Waktu makan: 
11.00  pagi - 5.00 petang

Tema warna (untuk lapik meja dan meja buffet):
EMERALD GREEN

Jumlah pax : 150 ORANG

Menu 7
Nasi putih
Ayam goreng berempah
Kari ayam + kentang
Sayur campur
Ulam
Sambal belacan
Buah-buahan
Air sirap
Teh tarik

Pramusaji - 2 orang

Buffet table (1 set)

Alas meja round table x 10

Total:",2024-06-23T10:00:00+08:00,"DEWAN SERBAGUNA, TINGKAT 6, SUNWAY SERENE CONDOMINIUM, JALAN SS8/2, SS7, 47301 PETALING JAYA, SELANGOR"
Dato bandar 2,"Dbkl nak makan awai
Pukul 10 kena siap hidang dah

Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 20/2024
- 25.6.2024 (Selasa)  -  9.00 pagi - 1.00 petang
- Pengerusi : Pengarah Eksekutif (Perancangan)  
Courtyard Unit OSC 2, Tingkat Bawah, Menara DBKL 2
 
Menu Tengahari
Ready makanan 10.00 pagi
-	Nasi tomato
-	Ayam masak merah
-	Jelatah + papadom
-	Buah potong
-	Air kordial

**  Makan buffet 60 orang
** Makan hidang 4 orang
** Air mineral botol kecil 60 pax",2024-06-25T08:00:00+08:00,No Location
